Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
81676,Tagopia,Influencer,Men 25-34,45 days,Email,0.05,Ruble,3.42,Severomorsk,Croatian,813,1817,9,Outdoor Adventurers,1/10/2021
170732,Camimbo,Display,Men 25-34,60 days,Google Ads,0.05,Krona,6.46,Karlskoga,Filipino,671,1837,10,Foodies,1/30/2021
100925,Demizz,Search,Women 35-44,30 days,Facebook,0.09,Peso,3.11,Mondragon,Korean,980,2911,9,Health & Wellness,1/3/2021
131371,Bubblemix,Search,Women 35-44,30 days,Instagram,0.06,Yuan Renminbi,3.86,Yuhuangding,Zulu,858,2288,10,Fashionistas,1/14/2021
169286,Topiczoom,Search,Women 35-44,45 days,Facebook,0.12,Euro,5.64,Winschoten,Tswana,542,1988,9,Health & Wellness,1/14/2021
70341,Voonte,Email,Men 18-24,30 days,Instagram,0.05,Peso,7.21,Mexico,Oriya,967,3804,4,Outdoor Adventurers,1/18/2021
165326,Viva,Email,Men 25-34,15 days,Facebook,0.03,Ruble,6.57,Orsk,Kannada,718,4939,9,Fashionistas,1/29/2021
86236,Babbleopia,Search,Women 25-34,45 days,Email,0.09,Real,6.75,Sarandi,Hungarian,643,8331,9,Health & Wellness,1/21/2021
139423,Thoughtstorm,Display,Women 35-44,30 days,Website,0.09,Yuan Renminbi,7.23,Anzihao,Somali,628,2604,3,Tech Enthusiasts,1/1/2021
119571,Flashdog,Display,Women 25-34,30 days,Email,0.09,Euro,5.36,Areeiro,Malayalam,609,2664,10,Foodies,1/18/2021
183134,Browsecat,Influencer,Women 35-44,15 days,Email,0.04,Ruble,6.08,Urukh,English,517,7078,9,Health & Wellness,1/13/2021
160578,Einti,Search,All Ages,45 days,Facebook,0.09,Peso,2.57,Puerto Santander,Papiamento,614,5422,4,Foodies,1/25/2021
150780,Dabvine,Email,Women 25-34,30 days,Email,0.03,Euro,4.82,São João do Campo,Bengali,766,4128,9,Foodies,1/3/2021
117554,Skalith,Search,Men 18-24,15 days,Google Ads,0.05,Peso,7.17,Cagwait,Japanese,745,8378,5,Outdoor Adventurers,1/26/2021
76748,Abatz,Influencer,Women 35-44,60 days,Google Ads,0.13,Koruna,3.51,Dalovice,Fijian,721,8132,6,Foodies,1/28/2021
138025,Riffpath,Influencer,Women 25-34,60 days,Google Ads,0.11,Yuan Renminbi,7.54,Yidian,Marathi,786,5866,9,Tech Enthusiasts,1/9/2021
116929,Podcat,Display,Women 35-44,60 days,Facebook,0.06,Baht,4.54,Nong Phok,Georgian,824,3570,10,Health & Wellness,1/8/2021
185362,Snaptags,Email,Men 18-24,45 days,Facebook,0.08,Yuan Renminbi,5.4,Qujiang,Tamil,982,3897,6,Foodies,1/4/2021
118695,Rhyzio,Email,Women 25-34,45 days,Facebook,0.1,Pound,4.81,Abū Zabad,Hindi,548,5931,8,Fashionistas,1/9/2021
132107,Wikido,Search,Men 25-34,60 days,Google Ads,0.13,Manat,3.85,Şuraabad,Arabic,735,4601,9,Fashionistas,1/24/2021
126656,Wordware,Display,All Ages,30 days,Facebook,0.06,Ruble,3.73,Ishim,Armenian,543,6883,8,Fashionistas,1/22/2021
113979,Skivee,Email,Women 25-34,45 days,Google Ads,0.13,Peso,4.24,Moca,Māori,715,8182,4,Tech Enthusiasts,1/24/2021
86004,Mynte,Display,Women 25-34,60 days,Youtube,0.04,Franc,2.91,Ngaoundéré,Indonesian,544,1971,5,Health & Wellness,1/3/2021
155747,Oba,Email,Women 25-34,15 days,Website,0.07,Ruble,5.11,Kabakovo,Estonian,910,3271,6,Health & Wellness,1/9/2021
167460,Vimbo,Display,Women 25-34,45 days,Instagram,0.07,Som,3.91,Kegeyli Shahar,Kyrgyz,819,2028,5,Fashionistas,1/30/2021
123805,Livetube,Influencer,Men 25-34,15 days,Youtube,0.03,Hryvnia,6.34,Bilshivtsi,Marathi,995,3632,3,Health & Wellness,1/13/2021
104050,Bluezoom,Display,Women 25-34,30 days,Email,0.1,Yen,4.65,Wakuya,Swedish,814,7976,7,Outdoor Adventurers,1/12/2021
122453,Flashset,Display,Women 35-44,15 days,Instagram,0.08,Euro,2.85,Poitiers,Korean,450,5118,7,Foodies,1/22/2021
106840,Kayveo,Display,All Ages,45 days,Facebook,0.13,Peso,4.66,Bellavista,New Zealand Sign Language,526,3820,6,Fashionistas,1/17/2021
159498,Yoveo,Display,All Ages,15 days,Google Ads,0.13,Yuan Renminbi,6.72,Jixiang,Portuguese,659,2351,10,Fashionistas,1/8/2021
115276,Eimbee,Influencer,Women 25-34,60 days,Google Ads,0.08,Marka,5.03,Maslovare,Greek,481,3050,10,Health & Wellness,1/21/2021
172882,Dablist,Email,Men 18-24,15 days,Instagram,0.04,Rupiah,7.4,Keli,English,583,8868,9,Foodies,1/19/2021
161282,Youspan,Influencer,Women 35-44,45 days,Instagram,0.06,Rupiah,3.11,Kertorejo,Zulu,714,7347,6,Foodies,1/14/2021
105026,Jayo,Display,Men 25-34,45 days,Facebook,0.12,Shilling,6.85,Narok,Latvian,741,3150,3,Health & Wellness,1/18/2021
78910,Wordtune,Display,Women 35-44,45 days,Email,0.11,Lari,7.35,Tqibuli,Quechua,586,3825,5,Tech Enthusiasts,1/14/2021
165649,Mynte,Email,All Ages,15 days,Youtube,0.09,Colon,3.23,Sámara,Northern Sotho,733,3044,8,Foodies,1/3/2021
92140,Brainsphere,Email,Women 25-34,15 days,Google Ads,0.02,Rial,5.82,Kāmyārān,French,879,2159,10,Foodies,1/1/2021
157260,Vimbo,Influencer,Men 18-24,30 days,Instagram,0.09,Ruble,6.42,Naro-Fominsk,Sotho,406,5595,8,Outdoor Adventurers,1/14/2021
180742,Twitterwire,Search,Men 18-24,15 days,Google Ads,0.13,Zloty,4.16,Glinojeck,Fijian,586,3757,7,Tech Enthusiasts,1/27/2021
110781,Nlounge,Email,Men 18-24,45 days,Website,0.07,Euro,5.33,Cesvaine,Guaraní,839,8702,7,Foodies,1/21/2021
114390,Quinu,Search,Men 18-24,60 days,Youtube,0.08,Krona,3.82,Göteborg,Indonesian,966,8404,8,Tech Enthusiasts,1/19/2021
184574,Chatterbridge,Display,Men 18-24,30 days,Website,0.08,Rupiah,4.46,Roun Satu,Tsonga,964,7615,10,Tech Enthusiasts,1/25/2021
160607,Cogilith,Email,Women 25-34,45 days,Facebook,0.05,Lek,4.67,Fratar,Swahili,817,2700,3,Outdoor Adventurers,1/19/2021
145696,Skibox,Search,All Ages,60 days,Email,0.08,Yuan Renminbi,5.72,Ping’an,Moldovan,839,2827,5,Outdoor Adventurers,1/14/2021
126608,Flipopia,Search,All Ages,60 days,Instagram,0.04,Ruble,3.81,Mikhaylov,Hungarian,918,2800,7,Tech Enthusiasts,1/5/2021
124081,Kwideo,Email,All Ages,15 days,Facebook,0.11,Peso,4.28,Canturay,Bengali,458,3864,3,Fashionistas,1/10/2021
141053,Trunyx,Influencer,Men 25-34,45 days,Email,0.03,Euro,7.21,Vila Verde,Bulgarian,618,5630,10,Outdoor Adventurers,1/4/2021
85617,Talane,Email,Women 35-44,15 days,Facebook,0.11,Yen,7.14,Kawagoe,Korean,729,7860,7,Health & Wellness,1/7/2021
143566,Abata,Display,Men 25-34,15 days,Website,0.1,Peso,5.83,Hernani,Persian,858,6648,4,Health & Wellness,1/29/2021
106024,Meembee,Email,Men 25-34,60 days,Youtube,0.12,Peso,2.58,Tamiso,Papiamento,658,8380,4,Fashionistas,1/8/2021
168030,Blogtags,Search,All Ages,45 days,Youtube,0.04,Rupee,3.2,Daur,Azeri,535,6556,6,Fashionistas,1/30/2021
122982,Edgewire,Display,All Ages,15 days,Youtube,0.12,Peso,5.14,Migues,Oriya,523,6345,8,Fashionistas,1/22/2021
121534,Trilia,Display,Men 25-34,60 days,Email,0.04,Euro,3.46,Arnhem,Czech,464,8812,10,Tech Enthusiasts,1/5/2021
106689,Livetube,Influencer,Men 25-34,15 days,Email,0.11,Peso,5.79,Buga,English,949,6747,4,Outdoor Adventurers,1/29/2021
130150,Kwinu,Influencer,Women 25-34,60 days,Facebook,0.05,Rial,2.78,Ash Shaḩānīyah,Northern Sotho,620,1929,7,Tech Enthusiasts,1/11/2021
161134,Tagopia,Email,Men 25-34,15 days,Email,0.06,Dollar,5.18,Hampton,Tswana,961,3947,4,Foodies,1/21/2021
92877,Oozz,Email,All Ages,45 days,Website,0.08,Peso,5.53,Pueblo Nuevo,Armenian,511,8709,8,Outdoor Adventurers,1/16/2021
75083,Oozz,Search,Women 35-44,45 days,Facebook,0.1,Yuan Renminbi,7.5,Longshe,Croatian,610,7177,5,Outdoor Adventurers,1/5/2021
166768,Gevee,Influencer,Women 35-44,60 days,Facebook,0.03,Rupiah,5.84,Ketangi,Korean,514,5498,6,Fashionistas,1/6/2021
118272,Bluejam,Email,Men 25-34,30 days,Instagram,0.12,Euro,4.85,Sandymount,Nepali,427,6368,6,Fashionistas,1/25/2021
171517,Vimbo,Search,Men 25-34,45 days,Youtube,0.13,Euro,5.9,Taipalsaari,Punjabi,554,5937,7,Fashionistas,1/20/2021
183869,Zoombeat,Influencer,Men 25-34,15 days,Website,0.08,Yuan Renminbi,7.01,Jiangwakou,Bengali,512,8771,6,Health & Wellness,1/12/2021
181077,Skinte,Influencer,All Ages,30 days,Facebook,0.07,Koruna,5.17,Zlín,Dutch,917,6217,7,Tech Enthusiasts,1/8/2021
135257,Meedoo,Email,Men 18-24,60 days,Instagram,0.06,Yuan Renminbi,4.74,Zhichu,Danish,595,7349,3,Foodies,1/13/2021
99360,Ainyx,Email,Men 25-34,30 days,Email,0.06,Euro,4.54,Beltinci,Guaraní,406,5881,5,Foodies,1/27/2021
107420,Trudeo,Influencer,Men 18-24,30 days,Website,0.05,Peso,5.6,Nalus,Tsonga,375,7402,9,Tech Enthusiasts,1/26/2021
96563,Vimbo,Influencer,Men 25-34,15 days,Instagram,0.09,Yuan Renminbi,6.56,Jukui,Arabic,871,6970,9,Tech Enthusiasts,1/28/2021
70579,Babbleblab,Influencer,Men 25-34,30 days,Google Ads,0.05,Rupiah,4.77,Citatah Kaler,Armenian,474,4671,4,Health & Wellness,1/23/2021
110703,Trilith,Email,Women 35-44,15 days,Website,0.12,Pound,3.14,Tripoli,Dari,700,5370,8,Health & Wellness,1/9/2021
89647,Wikibox,Influencer,Women 35-44,15 days,Facebook,0.03,Ruble,5.68,Artybash,Gagauz,703,3121,3,Health & Wellness,1/16/2021
103527,DabZ,Display,Women 25-34,15 days,Facebook,0.11,Dollar,3.53,Alma,Kazakh,838,6634,4,Foodies,1/3/2021
157757,Reallinks,Display,All Ages,45 days,Facebook,0.13,Rupiah,7.28,Kuripan,Norwegian,805,7318,9,Health & Wellness,1/26/2021
154856,Kare,Display,Men 25-34,30 days,Facebook,0.11,Yuan Renminbi,5.59,Jianggang,Hiri Motu,812,4677,9,Tech Enthusiasts,1/26/2021
179735,Trudeo,Search,Women 35-44,15 days,Youtube,0.09,Yuan Renminbi,6.75,Zhushan,Marathi,824,3025,4,Tech Enthusiasts,1/9/2021
114719,Kazio,Influencer,All Ages,45 days,Instagram,0.11,Afghani,5.28,Wuṯahpūr,Tok Pisin,405,3174,7,Tech Enthusiasts,1/9/2021
87989,Wikibox,Influencer,Women 35-44,15 days,Email,0.11,Yen,3.79,Shisui,Fijian,683,8759,7,Foodies,1/28/2021
116898,Photobug,Search,Men 18-24,15 days,Email,0.04,Balboa,6.86,Chepo,Tamil,626,2013,6,Health & Wellness,1/30/2021
75672,Skinder,Search,Women 25-34,45 days,Email,0.12,Euro,4.74,Méru,Amharic,405,8685,7,Fashionistas,1/6/2021
156563,Mycat,Search,All Ages,15 days,Youtube,0.08,Euro,4.03,Rennes,Dari,960,5193,5,Outdoor Adventurers,1/1/2021
145903,Fliptune,Influencer,Women 25-34,15 days,Facebook,0.04,Peso,3.37,Guachucal,Swedish,472,7784,8,Tech Enthusiasts,1/19/2021
154700,Flipbug,Influencer,All Ages,45 days,Google Ads,0.05,Euro,2.77,Houten,Kannada,414,5325,6,Outdoor Adventurers,1/1/2021
98018,Gabtune,Display,Men 25-34,45 days,Instagram,0.04,Dollar,2.48,Scranton,Danish,978,6899,9,Foodies,1/5/2021
146654,Yamia,Display,Women 35-44,30 days,Youtube,0.09,Rupiah,2.67,Sukatani,Zulu,661,5033,9,Outdoor Adventurers,1/12/2021
124875,Abata,Email,Men 25-34,15 days,Google Ads,0.08,Shilling,6.88,Wobulenzi,Thai,428,3990,3,Health & Wellness,1/4/2021
180917,Demivee,Search,Men 25-34,30 days,Website,0.12,Yuan Renminbi,5.28,Ziketan,Macedonian,983,7917,8,Fashionistas,1/30/2021
164785,Babbleopia,Email,Men 18-24,60 days,Facebook,0.07,Koruna,3.63,Katovice,Armenian,661,8442,10,Fashionistas,1/22/2021
80161,Skinix,Display,Men 18-24,15 days,Email,0.13,Ruble,6.07,Tbilisskaya,Arabic,710,6821,8,Health & Wellness,1/9/2021
129260,Mydo,Email,Men 25-34,15 days,Google Ads,0.04,Manat,5.5,Qobu,Hungarian,844,6442,6,Tech Enthusiasts,1/18/2021
150600,Thoughtstorm,Display,Men 25-34,30 days,Youtube,0.08,Yuan Renminbi,4.19,Tianzhu,Dzongkha,967,2093,5,Tech Enthusiasts,1/9/2021
156611,Mymm,Search,Men 25-34,30 days,Email,0.11,Franc,2.5,Buganda,Malayalam,859,5540,5,Outdoor Adventurers,1/1/2021
157863,Ailane,Search,All Ages,45 days,Youtube,0.1,Rupiah,6.97,Wahai,Maltese,737,2921,3,Foodies,1/6/2021
125510,Fiveclub,Display,Women 25-34,30 days,Google Ads,0.13,Hryvnia,3.38,Torez,Czech,611,2701,8,Health & Wellness,1/18/2021
173159,Wikido,Display,Women 25-34,45 days,Email,0.04,Krone,5.81,Oslo,Bengali,377,8511,5,Health & Wellness,1/25/2021
146948,Brainbox,Search,Women 25-34,60 days,Facebook,0.12,Hryvnia,3.48,Semypolky,Polish,683,7917,9,Fashionistas,1/19/2021
96025,DabZ,Email,Men 25-34,15 days,Instagram,0.08,Bolivar,7.03,Coro,Malagasy,450,5592,6,Fashionistas,1/20/2021
175011,Minyx,Email,Women 35-44,45 days,Email,0.03,Yuan Renminbi,6.55,Yinghua,Tsonga,610,7164,9,Health & Wellness,1/4/2021
140065,LiveZ,Search,Women 35-44,30 days,Youtube,0.11,Ruble,5.83,Strelka,Filipino,474,5392,9,Tech Enthusiasts,1/28/2021
70451,Trudeo,Display,Women 35-44,15 days,Website,0.04,Euro,6.92,Reims,Macedonian,670,2643,4,Outdoor Adventurers,1/8/2021
123204,Cogibox,Influencer,Men 18-24,60 days,Website,0.1,Hryvnia,5.41,Kosiv,Malagasy,709,2395,9,Foodies,1/11/2021
74968,Kwilith,Influencer,Men 18-24,15 days,Google Ads,0.11,Franc,7.25,Mopti,Dhivehi,739,2157,7,Tech Enthusiasts,1/22/2021
149090,Mynte,Email,Women 25-34,60 days,Instagram,0.05,Ruble,6.0,Petukhovo,Dhivehi,957,7206,7,Outdoor Adventurers,1/2/2021
97700,Wikizz,Search,Women 25-34,45 days,Website,0.02,Real,7.23,Jardim do Seridó,Tsonga,472,1790,3,Health & Wellness,1/1/2021
143503,Livetube,Email,Women 25-34,45 days,Email,0.11,Euro,3.11,Jaunpiebalga,Filipino,469,6812,10,Outdoor Adventurers,1/23/2021
180513,Blogtags,Display,Men 25-34,15 days,Facebook,0.02,Euro,7.26,Barcelona,Belarusian,536,8293,7,Health & Wellness,1/2/2021
131306,Tekfly,Email,Men 18-24,15 days,Email,0.08,Real,5.1,Aimorés,French,427,8633,3,Tech Enthusiasts,1/8/2021
156831,Zoonoodle,Display,Men 18-24,30 days,Youtube,0.09,Sol,5.92,Condoroma,West Frisian,412,7808,4,Outdoor Adventurers,1/21/2021
71005,Wikizz,Search,Women 25-34,60 days,Instagram,0.06,Peso,3.16,Havana,Montenegrin,371,3844,10,Outdoor Adventurers,1/26/2021
100837,Skyndu,Influencer,Women 35-44,30 days,Website,0.1,Yuan Renminbi,6.01,Shuikou,Gujarati,660,8050,5,Fashionistas,1/12/2021
104929,Brightbean,Search,Men 18-24,45 days,Youtube,0.07,Euro,7.31,Bergerac,Assamese,931,1780,9,Outdoor Adventurers,1/7/2021
129802,Fatz,Email,Women 35-44,60 days,Instagram,0.02,Dong,5.35,Quốc Oai,Afrikaans,552,5909,5,Fashionistas,1/11/2021
173713,Livepath,Search,All Ages,15 days,Google Ads,0.1,Sol,5.62,Cabanaconde,Punjabi,699,4221,5,Health & Wellness,1/6/2021
139119,Quimba,Email,Women 35-44,30 days,Google Ads,0.06,Yuan Renminbi,3.51,Eman,Northern Sotho,773,4066,3,Health & Wellness,1/21/2021
152009,Yambee,Influencer,Men 25-34,15 days,Instagram,0.08,Dollar,4.2,Maketu,Swahili,650,6238,3,Fashionistas,1/12/2021
143678,Quimba,Display,Men 25-34,30 days,Website,0.04,Dram,4.88,Ejmiatsin,Greek,639,2837,5,Fashionistas,1/21/2021
145418,Gabtype,Display,Women 35-44,45 days,Email,0.05,Peso,6.05,Anulid,Quechua,877,3858,8,Health & Wellness,1/17/2021
115251,Digitube,Search,Women 35-44,60 days,Facebook,0.12,Yuan Renminbi,6.22,Gaozhai,Gagauz,785,5502,7,Tech Enthusiasts,1/2/2021
71644,Twitterbridge,Email,Women 25-34,45 days,Email,0.1,Yuan Renminbi,7.23,Xinsheng,Lithuanian,424,7495,5,Outdoor Adventurers,1/18/2021
176899,Skaboo,Search,Women 25-34,45 days,Youtube,0.06,Euro,2.45,Antes,Lithuanian,558,7342,3,Tech Enthusiasts,1/20/2021
168603,Tagtune,Search,All Ages,45 days,Facebook,0.06,Koruna,6.45,Svoboda nad Úpou,Pashto,478,7172,9,Health & Wellness,1/30/2021
90928,Wikizz,Search,Women 25-34,45 days,Facebook,0.05,Rupiah,2.73,Parung,Yiddish,908,6030,4,Tech Enthusiasts,1/20/2021
114747,Jabbertype,Display,All Ages,30 days,Website,0.06,Yuan Renminbi,7.23,Micheng,Swati,865,8462,8,Fashionistas,1/2/2021
117628,Meezzy,Search,Women 25-34,15 days,Instagram,0.1,Rupiah,2.87,Lengkongsari,Romanian,525,5671,10,Outdoor Adventurers,1/7/2021
71628,Buzzster,Search,Women 35-44,60 days,Facebook,0.07,Yuan Renminbi,2.44,Yangong,Danish,804,2305,3,Foodies,1/13/2021
84519,Quamba,Display,All Ages,60 days,Website,0.09,Naira,6.99,Gagarawa,Italian,746,8577,4,Foodies,1/18/2021
185146,Quinu,Influencer,All Ages,45 days,Website,0.08,Lempira,3.42,San Luis,Persian,946,6203,3,Fashionistas,1/26/2021
102143,Gabcube,Search,Women 25-34,45 days,Instagram,0.05,Yuan Renminbi,7.3,Pingfeng,Somali,363,5323,3,Foodies,1/29/2021
149945,Tambee,Display,All Ages,15 days,Instagram,0.13,Krona,5.33,Solna,Japanese,793,5865,3,Health & Wellness,1/17/2021
151644,Kare,Email,All Ages,60 days,Email,0.06,Peso,6.81,La Virginia,Norwegian,396,7432,9,Outdoor Adventurers,1/5/2021
184214,Roomm,Display,All Ages,30 days,Youtube,0.08,Rupee,3.96,Dambulla,Bengali,514,3631,7,Fashionistas,1/29/2021
104953,Aibox,Search,Women 25-34,45 days,Youtube,0.02,Kuna,3.05,Stari Grad,Montenegrin,986,5785,6,Foodies,1/29/2021
114305,Chatterbridge,Email,Men 25-34,15 days,Facebook,0.09,Real,3.27,Itapecerica da Serra,Korean,692,2324,8,Tech Enthusiasts,1/15/2021
181353,Abata,Search,Women 25-34,45 days,Facebook,0.11,Dollar,4.54,Omuthiya,Kashmiri,495,1972,9,Health & Wellness,1/10/2021
82964,Kamba,Influencer,Women 25-34,45 days,Email,0.13,Zloty,4.14,Jawornik Polski,Lithuanian,589,8090,8,Outdoor Adventurers,1/21/2021
137539,Innotype,Display,Women 25-34,30 days,Email,0.1,Yuan Renminbi,6.52,Canghou,Papiamento,911,6072,7,Fashionistas,1/22/2021
155179,Ntag,Search,Men 18-24,15 days,Facebook,0.12,Yuan Renminbi,3.57,Xujiafang,Spanish,502,5399,9,Fashionistas,1/20/2021
159697,Aimbo,Display,All Ages,45 days,Instagram,0.08,Sol,5.46,Moche,Punjabi,916,1617,3,Fashionistas,1/28/2021
183757,Twitterbeat,Email,All Ages,15 days,Website,0.12,Ruble,5.24,Tuymazy,Kannada,832,1667,7,Outdoor Adventurers,1/12/2021
149166,Gigazoom,Influencer,Men 25-34,30 days,Facebook,0.04,Yuan Renminbi,4.86,Xitou,Swedish,643,3032,3,Fashionistas,1/30/2021
176939,Mynte,Influencer,Men 18-24,45 days,Google Ads,0.12,Guarani,5.6,Tacuatí,Burmese,877,8056,8,Fashionistas,1/11/2021
161805,Katz,Display,Men 18-24,60 days,Instagram,0.04,Yen,5.75,Ōme,Chinese,897,8096,6,Tech Enthusiasts,1/6/2021
149587,Browseblab,Email,All Ages,45 days,Google Ads,0.09,Yuan Renminbi,4.53,Jijiang,Lao,895,7916,6,Fashionistas,1/23/2021
81891,Zooxo,Search,Men 25-34,60 days,Facebook,0.04,Peso,4.34,Villavicencio,Dutch,831,2689,5,Outdoor Adventurers,1/12/2021
163306,Trilia,Email,All Ages,60 days,Google Ads,0.08,Krona,3.17,Svenljunga,Filipino,938,1881,4,Tech Enthusiasts,1/30/2021
142101,Zoonder,Display,All Ages,60 days,Email,0.04,Yuan Renminbi,5.37,Xishanzui,Norwegian,507,6775,4,Fashionistas,1/5/2021
99614,Minyx,Display,Men 25-34,45 days,Website,0.13,Euro,2.57,Mýki,Korean,737,6356,4,Health & Wellness,1/10/2021
165216,Skyndu,Email,Women 25-34,15 days,Email,0.11,Yuan Renminbi,2.53,Huhe,Macedonian,395,4931,8,Outdoor Adventurers,1/1/2021
158526,Eare,Email,Men 18-24,45 days,Instagram,0.05,Yuan Renminbi,2.46,Gannan,Hungarian,651,6356,5,Foodies,1/14/2021
83636,Twitterbeat,Email,Men 18-24,30 days,Email,0.03,Euro,2.66,Santa Cruz das Flores,Tok Pisin,945,7610,10,Fashionistas,1/21/2021
176020,Feedspan,Email,Men 18-24,60 days,Instagram,0.08,Sol,4.71,Vischongo,Arabic,844,2474,5,Fashionistas,1/13/2021
90007,Youspan,Display,Men 25-34,15 days,Google Ads,0.1,Euro,2.98,Montpellier,Swati,945,4146,4,Fashionistas,1/18/2021
185349,Topicware,Search,Men 25-34,30 days,Instagram,0.05,Peso,2.97,Peñaflor,Somali,628,8280,10,Fashionistas,1/30/2021
117727,InnoZ,Display,Men 18-24,30 days,Youtube,0.13,Zloty,4.05,Hajnówka,German,453,6250,4,Tech Enthusiasts,1/9/2021
90985,Voolia,Email,Women 25-34,15 days,Instagram,0.02,Krona,6.7,Gävle,Macedonian,694,6720,8,Health & Wellness,1/5/2021
136261,Linklinks,Search,Men 25-34,15 days,Website,0.11,Yuan Renminbi,4.0,Doumen,Mongolian,875,5030,3,Outdoor Adventurers,1/27/2021
167850,Shufflebeat,Influencer,All Ages,45 days,Email,0.12,Peso,7.15,Primero de Enero,Thai,911,7067,3,Foodies,1/16/2021
118030,Eayo,Email,All Ages,45 days,Youtube,0.1,Rupiah,4.81,Krajan Bakalan,Yiddish,823,7258,3,Outdoor Adventurers,1/10/2021
155660,Tazzy,Display,Women 35-44,30 days,Google Ads,0.07,Yuan Renminbi,7.29,Guandu,Norwegian,599,8829,3,Foodies,1/5/2021
129043,Oyoyo,Email,Women 25-34,45 days,Youtube,0.06,Rupiah,3.64,Tangkanpulit,Quechua,575,8276,8,Health & Wellness,1/18/2021
85232,Oodoo,Search,All Ages,15 days,Youtube,0.08,Real,2.67,Cacequi,Belarusian,635,2919,3,Health & Wellness,1/24/2021
119724,Kwimbee,Influencer,All Ages,60 days,Website,0.12,Euro,6.57,Zasip,Yiddish,792,7373,8,Outdoor Adventurers,1/4/2021
186150,Quinu,Influencer,Women 35-44,45 days,Youtube,0.08,Yuan Renminbi,6.31,Xushangqiao,Arabic,701,6150,5,Fashionistas,1/9/2021
98334,Chatterpoint,Search,Men 18-24,60 days,Website,0.05,Yuan Renminbi,7.46,Hetang,Thai,400,4631,10,Outdoor Adventurers,1/24/2021
161557,Tagchat,Display,All Ages,60 days,Facebook,0.1,Dong,3.35,Phù Mỹ,Afrikaans,916,8670,8,Health & Wellness,1/22/2021
110061,Yodoo,Search,Women 25-34,30 days,Instagram,0.07,Zloty,3.86,Piotrków Kujawski,Khmer,960,6887,8,Fashionistas,1/12/2021
144817,Skipfire,Search,Men 18-24,60 days,Email,0.02,Yuan Renminbi,3.78,Huangliang,Kyrgyz,775,7916,4,Tech Enthusiasts,1/17/2021
170935,Geba,Search,Men 25-34,45 days,Facebook,0.03,Real,5.56,Guaíba,English,917,3766,6,Foodies,1/11/2021
96676,Zoomcast,Search,Men 18-24,15 days,Email,0.1,Euro,5.75,São João das Lampas,New Zealand Sign Language,989,5467,5,Health & Wellness,1/5/2021
147182,Voolith,Search,Women 25-34,30 days,Youtube,0.1,Ruble,7.47,Beloostrov,Georgian,985,5535,4,Foodies,1/4/2021
169263,Jamia,Influencer,All Ages,15 days,Google Ads,0.12,Ruble,4.84,Kokoshkino,Ndebele,494,7756,6,Foodies,1/28/2021
113198,Aimbo,Influencer,All Ages,45 days,Email,0.11,Peso,4.7,Guataquí,Filipino,829,4488,9,Outdoor Adventurers,1/16/2021
179621,Yotz,Display,Women 25-34,60 days,Facebook,0.04,Yuan Renminbi,4.68,Heqing,Swedish,952,5039,4,Foodies,1/26/2021
129915,Meembee,Email,Men 25-34,30 days,Email,0.07,Boliviano,4.76,Huanuni,Quechua,761,2265,5,Health & Wellness,1/21/2021
163528,Vipe,Influencer,Men 25-34,30 days,Youtube,0.07,Yuan Renminbi,5.32,Dongbang,Croatian,416,5371,5,Foodies,1/20/2021
163281,Eimbee,Display,Women 35-44,45 days,Website,0.06,Peso,6.79,Puerto Iguazú,Hebrew,855,2956,8,Fashionistas,1/12/2021
76718,Buzzbean,Influencer,Women 35-44,60 days,Website,0.1,Krona,2.76,Ludvika,Korean,458,2571,7,Foodies,1/19/2021
156214,Oba,Email,All Ages,30 days,Facebook,0.06,Ruble,4.86,Kol’chugino,Finnish,517,8145,9,Foodies,1/25/2021
108451,Vinte,Email,Women 35-44,30 days,Email,0.05,Rupiah,4.36,Mangge,Tok Pisin,574,3218,4,Fashionistas,1/16/2021
143445,Einti,Search,Men 18-24,30 days,Youtube,0.11,Hryvnia,3.52,Pereyaslav-Khmel’nyts’kyy,English,464,3073,7,Tech Enthusiasts,1/10/2021
162319,Jayo,Email,Men 18-24,45 days,Google Ads,0.08,Quetzal,6.78,San Miguel Dueñas,Lithuanian,637,7263,4,Tech Enthusiasts,1/28/2021
123643,Jaxbean,Email,Men 25-34,45 days,Instagram,0.11,Zloty,4.79,Krosno Odrzańskie,Lao,774,5463,3,Tech Enthusiasts,1/27/2021
114832,Vinder,Influencer,Women 35-44,30 days,Google Ads,0.07,Dram,4.4,Hoktember,German,675,6925,3,Health & Wellness,1/26/2021
157530,Youtags,Display,Women 25-34,60 days,Facebook,0.09,Quetzal,3.09,Jalpatagua,English,509,4852,9,Fashionistas,1/12/2021
82072,Dynabox,Display,All Ages,45 days,Google Ads,0.05,Rial,2.79,Marāveh Tappeh,Korean,504,4600,5,Fashionistas,1/14/2021
176392,Vitz,Display,Men 18-24,45 days,Website,0.06,Taka,4.1,Nageswari,Croatian,390,6728,4,Fashionistas,1/22/2021
130586,Trudeo,Search,Women 25-34,60 days,Youtube,0.09,Afghani,6.74,Bāgh-e Maīdān,Moldovan,663,5219,4,Tech Enthusiasts,1/16/2021
